serial_no , match_event_id , location_x , location_y , remaining_sec , distance_of_shot , remaining_min , power_of_shot , knockout_match , remaining_sec , distance_of_shot , team_id , match_id , type_of_combined_shot , type_of_shot , home/away , date of game , range_of_shot , area_of_shot , shot_basics , remaining_min , power_of_shot , knockout_match , game_season , shot_id_number , is_goal 
8613,451,192,186,55,46,49.64,90.36,0,55,46,1610612747,20500591,3,39,35,776,4,3,1,2,4,0,9,8614,0
8614,466,158,214,28.32938185,46,2,4,0,7,46,1610612747,20500591,3,16,35,776,4,3,1,2,4,0,9,8615,0
8615,249.576028,144,0,45,34,10,1,16.59940165,52.2,106.4,1610612747,20500631,3,39,11,777,2,4,2,10,1,0,9,8616,0
8616,39,-110,102,31,35,7,1,0,31,35,1610612747,20500631,3,37,11,777,2,2,2,0,1,0,9,8617,0
8618,80,167,212,19,46,3,1,106.928,19,46,1610612747,20500631,3,51,11,777,4,3,1,3,1,0,9,8619,0
8619,101,0,0,35,20,1,101.36,0,35,104.4,1610612747,20500631,3,4,11,777,1,0,3,1,1,0,9,8620,1
8620,232,-174,0,8,37,2,53.36,0,8,38.8018519,1610612747,20500631,3,36,11,777,3,2,2,2,2,0,9,8621,0
8621,236,0,0,40,20,1,2,0,40,20,1610612747,20500631,4,39,11,777,1,0,3,1,2,0,9,8622,0
8622,292,0,0,4,20,7,3,0,4,20,1610612747,20500631,3,39,38,777,1,0,3,7,3,0,9,8623,0
8624,324,-43,91.1269335,10,24,35.7616,3,0,10,24,1610612747,20500631,3,5,11,777,1,0,4,4,3,0,9,8625,0
8625,332,146,150,49,40,3,15.99410934,0,39.02730256,40,1610612747,20500631,3,39,11,777,3,3,2,3,3,0,9,8626,0
8626,352,166,5,55,36,1,3,0,55,36,1610612747,20500631,3,39,11,777,3,4,2,1,3,0,9,8627,0
8627,376,-192,176,49,46,11,57.36,0,49,46,1610612747,20500631,3,39,11,777,4,1,1,0,3,0,9,8628,0
8628,387,-36,74,43,28,25.2,4,0,43,28,1610612747,20500631,3,44,11,777,2,0,4,10,4,0,9,8629,1
8630,427,164,118,0,40,7,4,57.928,0,38.8018519,1610612747,20500631,3,39,11,777,3,4,2,7,4,0,9,8631,0
8631,452,7.383876043,230,1,45,5,4,0,1,45,1610612747,20500631,3,0,11,777,4,3,1,5,4,0,9,8632,1
8632,463,-182,120,20,41,3,4,113.928,20,41,1610612747,20500631,3,39,11,777,3,2,2,3,4,0,9,8633,0
8634,532,0,84,25,28,2,5,0,25,28,1610612747,20500631,3,26,11,777,2,0,4,2,5,0,9,8635,0
8635,535,233,-18,12,43,101.64,23.36,0,12,66.4,1610612747,20500631,3,38,11,1557,4,4,7,2,5,0,9,8636,1
8637,27,-174,-3,3,37,9,1,0,3,70.4,1610612747,20500646,3,46,34,778,3,2,2,9,1,0,9,8638,0
8638,31,0,0,43,20,8,1,0,43,20,1610612747,20500646,3,4,34,778,1,0,3,8,1,0,9,8639,1
8639,34,-235,64,8,33.44888431,99.2,1,0,8,44,1610612747,20500646,3,39,34,778,4,2,6,8,1,0,9,8640,0
8640,102,43,250,14,45,1,1,93.608,14,45,1610612747,20500646,3,39,34,778,4,0,1,1,1,0,9,8641,0
8641,110,0,0,45,20,84.64,1,0,45,20,1610612747,20500646,3,56,34,778,1,0,3,0,1,0,9,8642,1
8642,114,-194,18,17,39,18.20461483,1,0,17,39,1610612747,20500646,3,39,34,778,3,2,2,0,1,0,9,8643,1
8643,123,1,146,24,34,11,2,0,103.2,34,1610612747,20500646,3,44,34,778,2,0,2,11,2,0,9,8644,1
8644,144,-151,10,20,35,9,37.36,0,20,35,1610612747,20500646,3,4,34,778,2,2,2,9,2,0,9,8645,1
8645,146,-151,45,5,35,100.64,2,0,5,35,1610612747,20500646,3,39,34,778,2,2,2,9,2,0,9,8646,1
8646,152,105,151,18,38,8,2,0,117.2,38,1610612747,20500646,3,36,34,778,3,3,2,8,3,0,9,8647,1
8647,183,-82,258,53,47,4,84.36,0,53,47,1610612747,20500646,3,39,34,778,4,0,1,4,2,0,9,8648,0
8648,220,-195,187,9,47,2,2,38.8,39.02730256,47,1610612747,20500646,3,39,34,778,4,1,1,2,2,0,9,8649,1
8650,244,-195,161,28.32938185,45,0,2,0,11,45,1610612747,20500646,3,50,34,778,4,1,1,0,2,0,9,8651,0
8652,257,133,0,54,33,10,3,0,79.2,33,1610612747,20500646,3,38,34,778,2,4,2,10,3,0,9,8653,1
8653,268,-151,138,25,40,9,3,0,25,94.4,1610612747,20500646,3,39,34,778,3,1,2,9,3,0,9,8654,0
8655,299,-143,76,53,36,4,3,0,53,36,1610612747,20500646,3,36,34,778,3,2,2,4,3,0,9,8656,0
8656,318,-138,220,37,33.44888431,2,3,97.608,37,45,1610612747,20500646,3,6,34,778,4,1,2,2,3,0,9,8657,0
8657,405,87,248,40,46,59.2,4,0,40,93.4,1610612747,20500646,3,39,34,778,4,3,1,7,4,0,9,8658,1
8658,413,-182,0,32,38,6,4,16.59940165,32,38,1610612747,20500646,3,39,34,778,3,2,2,6,4,0,9,8659,0
8659,426,228,54,38,33.44888431,5,4,0,55.2,43,1610612747,20500646,3,48,34,778,4,4,2,5,4,0,9,8660,0
8661,461,0,0,43,20,2,4,0,26.2,20,1610612747,20500646,3,39,34,778,1,0,2,2,4,0,9,8662,0
8662,474,-148,222,56,46,39.64,4,0,65.7856,46,1610612747,20500646,3,10,34,778,4,1,1,0,4,0,9,8663,0
8663,480,-232,91.1269335,40,43,0,4,0,40,43,1610612747,20500646,3,39,34,778,1,2,6,0,4,0,9,8664,1
8664,486,131,13,13,33,0,4,0,39.02730256,38.8018519,1610612747,20500646,3,39,34,778,2,4,2,0,4,0,9,8665,0
8665,12,-179,68,7,33.44888431,10,1,0,42.2,39,1610612747,20500658,3,26,42,779,3,2,2,0,3,0,9,8666,0
8666,15,0,0,52,20,44.64,1,0,52,20,1610612747,20500658,4,39,42,779,1,0,3,9,1,0,9,8667,1
8667,43,82,183,7,40,6,78.36,0,87.2,40,1610612747,20500658,3,39,42,779,3,3,2,6,1,0,9,8668,1
8669,74,-2,248,13,44,3,47.36,125.608,13,44,1610612747,20500658,3,18,42,779,4,0,1,3,1,0,9,8670,1
8670,77,0,0,44,20,2,1,121.928,44,20,1610612747,20500658,1,39,42,779,1,0,3,2,1,0,9,8671,1
8671,100,-125,7,1,32,1,54.36,0,66.2,11.4,1610612747,20500658,3,53,42,779,2,2,2,1,1,0,9,8672,0
8674,185,-241,12,22,44,5,30.36,0,22,78.4,1610612747,20500658,3,31,38,779,4,2,6,5,2,0,9,8675,0
8675,204,-122,91.1269335,58,45,3,2,0,58,45,1610612747,20500658,3,39,42,779,4,1,1,3,2,0,9,8676,0
8676,207,0,0,30,20,70.64,2,106.928,30,20,1610612747,20500658,3,39,42,779,1,0,3,3,2,0,9,8677,0
8678,228,54,17,58,25,1,116.36,16.59940165,58,25,1610612747,20500658,3,39,42,779,1,0,4,1,2,0,9,8679,0
8679,240,187,61,1,39,0,2,0,1,39,1610612747,20500658,3,36,42,779,3,4,2,0,2,0,9,8680,0
8680,403,-52,238,32,44,10,4,0,39.02730256,44,1610612747,20500658,3,39,42,779,4,0,1,10,4,0,9,8681,1
8682,8,163,91.1269335,2,39,11,79.36,110.608,2,39,1610612747,20500664,3,39,52,780,3,4,2,11,1,0,9,8683,0
8683,11,166,81,28.32938185,38,10,1,0,121.7856,38,1610612747,20500664,3,46,52,780,3,4,2,10,1,0,9,8684,1
8684,15,10,71,57,27,9,1,0,57,38.4,1610612747,20500664,3,49,52,780,1,0,4,9,1,0,9,8685,0
8685,26,-8,25,28,22,8,1,0,28,22,1610612747,20500664,4,39,52,780,1,0,3,8,1,0,9,8686,0
8686,30,187,-5,57,38,7,1,81.608,57,38,1610612747,20500664,3,39,52,780,3,4,2,7,1,0,9,8687,0
8689,50,-69,243,14,45,87.64,1,0,14,70.4,1610612747,20500664,3,39,52,780,4,0,1,6,1,0,9,8690,0
8690,249.576028,-138,145,32,40,45.64,15.99410934,0,32,101.4,1610612747,20500664,3,39,52,780,3,1,2,4,1,0,9,8691,1
8691,71,13,20,34,22,3,15.99410934,0,34,22,1610612747,20500664,3,39,38,780,1,0,3,3,1,0,9,8692,0
8692,102,0,31,21,23,1,1,0,21,23,1610612747,20500664,3,7,38,780,1,0,3,1,1,0,9,8693,1
8693,166,115,35,28.32938185,32,6,89.36,0,30,38.8018519,1610612747,20500664,3,39,52,780,2,4,2,6,2,0,9,8694,0
8695,223,-172,174,35,33.44888431,0,2,61.928,39.02730256,21.4,1610612747,20500664,3,39,52,780,4,1,1,0,2,0,9,8696,1
8696,225,-11,258,8,45,0,71.36,0,39.02730256,45,1610612747,20500664,3,39,52,780,4,0,1,0,2,0,9,8697,0
8698,247,5,201,40,40,9,91.36,0,40,78.4,1610612747,20500664,3,39,52,780,3,0,2,9,3,0,9,8699,0
8699,255,-49,-21,55,25,8,3,0,55,90.4,1610612747,20500664,3,39,52,780,1,0,4,8,3,0,9,8700,0
8700,302,7.383876043,173,28.32938185,46,39.64,30.36,0,22,46,1610612747,20500664,3,39,52,780,4,3,1,4,3,0,9,8701,1
8701,318,8,248,54,44,2,3,125.608,54,44,1610612747,20500664,3,39,52,780,4,0,1,2,3,0,9,8702,0
8703,348,11,30,40,23,0,15.99410934,0,40,85.728,1610612747,20500664,3,18,52,780,1,0,3,0,3,0,9,8704,1
8704,419,-118,235,46,46,5,4,0,46,46,1610612747,20500664,3,39,52,780,4,1,1,5,4,0,9,8705,0
8705,435,-3,268,10,46,4,4,113.608,10,46,1610612747,20500664,3,37,52,780,4,0,1,4,4,0,9,8706,0
8706,26,0,0,4,20,9,1,124.608,35.2,20,1610612747,20500679,4,39,54,781,1,0,3,9,1,0,9,8707,1
8707,67,-171,176,34,44,104.64,115.36,0,34,44,1610612747,20500679,3,54,54,781,4,1,1,5,1,0,9,8708,1
8709,84,0,0,32,20,2,1,0,32,20,1610612747,20500679,1,39,54,781,1,0,3,2,1,0,9,8710,1
8710,186,158,33,54,36,4,15.99410934,0,54,36,1610612747,20500679,3,45,54,781,3,4,2,4,2,0,9,8711,1
8711,191,98,92,14,33,4,2,0,14,33,1610612747,20500679,3,17,54,781,2,4,2,4,2,0,9,8712,0
8712,203,161,209,34,46,2,2,0,34,46,1610612747,20500679,3,42,54,781,4,3,1,2,2,0,9,8713,0
8713,212,0,0,15,20,34.64,2,71.608,15,20,1610612747,20500679,4,39,54,781,1,0,3,2,2,0,9,8714,1
8714,217,-43,43,44,26,78.64,2,0,39.02730256,26,1610612747,20500679,3,18,54,781,1,0,4,1,2,0,9,8715,1
8716,250,-195,12,1,39,18.20461483,41.36,0,39.02730256,39,1610612747,20500679,3,33,38,1557,3,2,2,11,3,0,9,8717,1
8717,271,159,36,5,36,78.64,3,45.8,88.2,66.728,1610612747,20500679,3,39,54,781,3,4,2,0,3,0,9,8718,1
8718,296,-115,145,19,38,64.64,3,0,19,38,1610612747,20500679,3,39,54,1557,3,1,2,5,3,0,9,8719,1
8719,302,161,15,14,36,18.20461483,3,0,14,36,1610612747,20500679,3,39,54,781,3,4,2,4,3,0,9,8720,1
8720,361,-11,242,28,44,0,3,67.8,28,22.4,1610612747,20500679,3,2,54,781,4,0,1,0,3,0,9,8721,1
8721,386,172,176,26,44,10,4,35.928,26,44,1610612747,20500679,3,25,54,781,4,3,1,10,4,0,9,8722,0
8723,487,7.383876043,229,0,45,1,4,110.608,0,45,1610612747,20500679,3,50,54,781,4,1,1,1,4,0,9,8724,0
8724,249.576028,148,10,9,34,75.64,1,0,9,34,1610612747,20500689,3,0,56,782,2,4,2,0,1,0,9,8725,0
8725,21,146,79,29,36,9,1,0,89.2,36,1610612747,20500689,3,1,56,782,3,4,2,9,1,0,9,8726,0
8726,23,164,184,25,44,9,1,0,25,38.8018519,1610612747,20500689,3,39,56,782,4,3,2,9,1,0,9,8727,1
8727,27,161,30,56,36,92.64,1,0,119.2,36,1610612747,20500689,3,28,56,782,3,4,2,8,1,0,9,8728,1
8728,32,89,68,17,31,8,1,0,17,80.4,1610612747,20500689,3,39,56,782,2,4,2,8,1,0,9,8729,1
8729,49,-135,94,28.32938185,36,6,1,0,29,92.4,1610612747,20500689,3,39,38,782,3,2,2,6,1,0,9,8730,1
8730,55,-128,207,54,44,24.64,1,0,54,44,1610612747,20500689,3,33,56,782,1,1,1,5,1,0,9,8731,1
8731,70,166,178,51,44,41.64,1,0,51,44,1610612747,20500689,3,39,56,782,4,3,1,4,1,0,9,8732,1
8732,78,-191,153,0,44,4,1,0,0,51.4,1610612747,20500689,3,20,56,782,4,1,1,4,1,0,9,8733,0
8733,102,-172,181,28,44,18.20461483,1,0,28,44,1610612747,20500689,3,39,56,782,4,1,1,2,1,0,9,8734,0
8734,110,0,0,13,20,79.64,1,0,100.2,20,1610612747,20500689,4,39,56,782,1,0,3,1,1,0,9,8735,1
8735,249.576028,-153,72,28.32938185,36,0,1,0,40,36,1610612747,20500689,3,39,56,782,3,2,2,0,1,0,9,8736,0
8737,157,-187,164,28.32938185,44,8,25.6,0,78.2,44,1610612747,20500689,3,40,56,782,4,1,1,8,2,0,9,8738,0
8738,163,-2,68,31,26,7,2,77.608,31,26,1610612747,20500689,3,39,56,782,1,0,4,7,3,0,9,8739,0
8739,207,131,54,32,34,2,65.36,0,30.2,97.4,1610612747,20500689,3,9,56,782,2,4,2,2,2,0,9,8740,0
8740,245,158,202,0,45,0,2,104.608,0,45,1610612747,20500689,3,39,56,782,4,3,1,0,2,0,9,8741,1
8741,261,-200,153,28,45,10,3,111.608,28,38.8018519,1610612747,20500689,3,1,56,782,4,1,1,10,3,0,9,8742,0
8743,300,0,0,20,20,5,27.36,0,20,20,1610612747,20500689,3,32,56,782,1,0,3,0,3,0,9,8744,1
8745,359,140,204,55,44,0,96.36,0,55,44,1610612747,20500689,3,22,56,782,4,3,1,0,3,0,9,8746,0
8747,472,0,0,21,20,3,4,0,21,20,1610612747,20500689,3,39,38,782,1,0,3,3,4,0,9,8748,0
8748,477,159,23,9,36,3,4,16.59940165,9,36,1610612747,20500689,3,39,56,782,3,4,2,3,4,0,9,8749,1
8749,487,153,15,11,35,2,43.36,0,11,41.4,1610612747,20500689,3,38,56,782,2,4,2,2,4,0,9,8750,0
8750,8,190,15,29,39,10,1,132.608,70.7856,39,1610612747,20500709,3,39,20,783,3,4,2,10,1,0,9,8751,0
8753,49,-154,197,9,45,6,1,0,9,45,1610612747,20500709,3,39,20,783,4,1,1,6,1,0,9,8754,1
8754,66,57,268,43,47,3,95.36,68.608,43,47,1610612747,20500709,3,28,38,783,4,0,1,3,1,0,9,8755,0
8755,88,-164,-18,37,36,18.20461483,1,0,28.2,36,1610612747,20500709,3,48,20,783,3,2,2,1,1,0,9,8756,0
8756,99,77,91.1269335,45,28,0,56.36,92.608,45,28,1610612747,20500709,3,44,20,783,2,4,4,0,1,0,9,8757,1
8757,213,-181,161,1,44,0,2,16.59940165,52.2,44,1610612747,20500709,3,36,20,783,4,1,1,0,2,0,9,8758,0
8758,221,-80,202,48,41,11,3,0,102.2,41,1610612747,20500709,3,23,20,783,1,1,2,11,3,0,9,8759,0
8759,228,7.383876043,164,53,44,10,3,0,53,44,1610612747,20500709,3,39,20,783,4,1,1,10,3,0,9,8760,0
8760,259,-182,161,45,44,7,3,0,45,44,1610612747,20500709,3,39,20,783,4,1,1,7,3,0,9,8761,1
8761,262,136,132,2,38,25.64,3,0,2,38,1610612747,20500709,3,39,20,783,3,3,2,7,3,0,9,8762,0
8762,249.576028,0,0,11,20,6,3,0,11,20,1610612747,20500709,4,39,20,783,1,0,3,6,3,0,9,8763,1
8763,307,103,176,59,40,2,3,69.608,59,40,1610612747,20500709,3,39,20,783,3,3,2,0,3,0,9,8764,0
8764,324,0,0,21,20,1,3,76.928,96.2,20,1610612747,20500709,4,39,20,783,1,0,3,1,3,0,9,8765,0
8765,333,-200,168,29,46,0,47.36,0,29,46,1610612747,20500709,3,26,20,783,4,1,1,0,3,0,9,8766,0
8766,363,-171,263,16,51,99.64,4,0,118.7856,51,1610612747,20500709,3,39,20,783,4,1,1,9,4,0,9,8767,0
8767,398,163,243,27,49,6,4,0,134.7856,81.4,1610612747,20500709,3,39,20,783,4,3,1,6,4,0,9,8768,1
8768,400,-182,160,8,44,6,4,0,8,44,1610612747,20500709,3,22,20,783,4,1,1,6,4,0,9,8769,0
8769,422,-225,179,10,48,5,4,0,10,48,1610612747,20500709,3,36,20,1557,4,1,1,5,4,0,9,8770,0
8771,465,46,245,15,44,1,4,0,15,44,1610612747,20500709,3,9,20,783,4,0,1,1,4,0,9,8772,0
8774,120,-163,151,15,42,10,2,16.59940165,15,42,1610612747,20500720,3,36,4,784,3,1,2,10,2,0,9,8775,1
8775,151,-80,243,31,45,110.64,2,0,31,106.4,1610612747,20500720,3,39,4,784,4,1,1,6,2,0,9,8776,0
8776,170,125,79,49,34,4,15.99410934,0,42.2,34,1610612747,20500720,3,36,4,784,2,4,2,0,2,0,9,8777,1
8778,191,-153,23,3,35,2,2,0,3,35,1610612747,20500720,3,8,4,784,2,2,2,2,2,0,9,8779,1
8779,216,195,176,15,46,18.20461483,3,0,15,46,1610612747,20500720,3,47,4,784,4,3,1,11,3,0,9,8780,0
8780,239,144,0,24,34,71.2,3,0,24,34,1610612747,20500720,3,38,4,784,2,4,2,8,3,0,9,8781,0
8781,242,97,156,59,38,7,3,0,59,38,1610612747,20500720,3,8,4,784,3,3,2,7,3,0,9,8782,0
8782,251,38,91.1269335,9,34,6,3,0,9,34,1610612747,20500720,3,39,4,784,2,0,2,6,3,0,9,8783,1
8783,253,-133,56,33,34,111.2,15.99410934,0,33,34,1610612747,20500720,3,15,4,784,2,2,2,0,3,0,9,8784,1
8784,256,-102,33,56,30,18.20461483,3,0,74.7856,30,1610612747,20500720,3,15,4,784,2,2,2,4,3,0,9,8785,1
8786,249.576028,69,176,49,38,3,3,0,49,38,1610612747,20500720,3,39,4,784,3,3,2,3,3,0,9,8787,1
8787,286,0,0,40,20,79.64,3,0,40,38.8018519,1610612747,20500720,4,39,4,784,1,0,2,1,3,0,9,8788,1
8788,293,-77,155,6,37,45.2,85.36,0,6,37,1610612747,20500720,3,39,4,784,3,1,2,1,3,0,9,8789,0
8789,295,-21,187,47,38,18.20461483,3,0,47,38,1610612747,20500720,3,5,4,784,3,0,2,0,3,0,9,8790,0
8790,298,-145,153,9,41,0,3,59.8,39.02730256,41,1610612747,20500720,3,39,4,784,3,1,2,0,3,0,9,8791,0
8791,317,-143,252,28.32938185,48,10,4,0,37,42.4,1610612747,20500720,3,39,4,784,4,0,1,10,4,0,9,8792,1
8792,249.576028,167,155,1,42,10,4,0,68.2,102.4,1610612747,20500720,3,39,4,784,3,3,2,10,4,0,9,8793,0
8796,349,-100,132,4,36,6,4,0,4,36,1610612747,20500720,3,15,4,784,3,1,2,6,4,0,9,8797,0
8797,353,0,0,46,20,5,4,0,46,20,1610612747,20500720,4,39,4,784,1,0,3,5,4,0,9,8798,1
8798,370,51,260,55,46,3,45.36,16.59940165,55,108.4,1610612747,20500720,3,39,4,784,4,0,1,3,4,0,9,8799,0
8801,4,143,69,28.32938185,35,11,1,0,11,35,1610612747,20500741,3,39,40,1557,2,4,2,11,1,0,9,8802,1
8802,18,236,-3,5,43,9,1,0,49.7856,24.4,1610612747,20500741,3,46,40,785,4,4,7,9,1,0,9,8803,0
8804,61,0,0,43,20,4,15.99410934,96.928,43,20,1610612747,20500741,4,39,40,785,1,0,3,4,1,0,9,8805,1
8805,74,-133,219,9,45,117.7616,32.36,0,9,45,1610612747,20500741,3,39,40,785,4,1,1,3,1,0,9,8806,0
8806,180,194,156,2,44,5,2,0,39.02730256,44,1610612747,20500741,3,39,40,785,4,3,1,5,2,0,9,8807,0
8809,238,167,91,34,39,11,3,0,39.02730256,39,1610612747,20500741,3,13,38,1557,3,4,2,11,3,0,9,8810,1
8810,249,94,160,14,38,18.20461483,3,16.59940165,14,38,1610612747,20500741,3,41,40,785,3,3,2,9,3,0,9,8811,1
8812,262,0,0,28.32938185,20,7,3,115.608,114.7856,20,1610612747,20500741,4,39,40,785,1,0,3,7,3,0,9,8813,0
8813,274,225,-6,7,42,6,3,0,7,38.8018519,1610612747,20500741,3,46,40,785,4,4,7,6,3,0,9,8814,0
8814,290,0,0,28.32938185,20,5,101.36,0,0,81.4,1610612747,20500741,3,39,40,1557,1,0,3,5,3,0,9,8815,0
8815,292,146,214,53,45,22.64,3,0,53,45,1610612747,20500741,3,48,40,785,4,3,1,4,3,0,9,8816,0
8818,385,186,178,44,33.44888431,9,72.36,0,77.2,45,1610612747,20500741,3,42,40,785,4,3,1,9,4,0,9,8819,1
8819,392,84,146,9,36,18.20461483,4,0,9,36,1610612747,20500741,3,20,40,1557,3,3,2,9,4,0,9,8820,1
8820,399,36,187,36,39,8,96.36,0,85.2,39,1610612747,20500741,3,23,40,785,3,0,2,8,4,0,9,8821,1
8821,406,238,59,3,44,8,4,0,3,43.728,1610612747,20500741,3,39,40,785,4,4,7,8,3,0,9,8822,0
8822,415,77,53,14,29,7,4,0,14,29,1610612747,20500741,3,39,40,785,2,4,4,7,4,0,9,8823,0
8823,418,0,0,58,20,6,4,78.928,58,20,1610612747,20500741,4,39,40,785,1,0,3,6,4,0,9,8824,0
8825,447,-138,140,46,39,4,15.99410934,0,46,45.4,1610612747,20500741,3,39,40,785,3,1,2,4,4,0,9,8826,0
8826,462,140,17,56,34,18.20461483,41.6,0,56,34,1610612747,20500741,3,44,40,785,2,4,2,2,4,0,9,8827,1
8827,481,120,164,7,40,115.64,4,0,7,40,1610612747,20500741,3,39,40,785,3,3,2,1,4,0,9,8828,1
8828,511,128,230,0,46,0,4,0,0,46,1610612747,20500741,3,39,40,785,4,3,1,0,4,0,9,8829,0
8831,81,-158,23,59,35,3,1,81.8,41.2,35,1610612747,20500756,3,24,1,786,2,2,2,3,1,0,9,8832,0
8834,124,128,-3,5,32,0,1,52.8,5,32,1610612747,20500756,3,38,1,786,2,4,2,0,1,0,9,8835,1
8837,271,163,135,49,41,35.64,3,0,49,41,1610612747,20500756,3,39,1,786,3,3,2,11,3,0,9,8838,0
8838,308,62,252,41,45,7,3,0,41,17.4,1610612747,20500756,3,10,1,786,4,0,1,7,3,0,9,8839,1
8839,311,-238,91.1269335,11,43,7,3,0,11,43,1610612747,20500756,3,39,1,786,4,2,6,7,3,0,9,8840,0
8840,337,146,110,24,38,5,3,118.608,24,38,1610612747,20500756,3,15,1,786,3,0,2,5,3,0,9,8841,0
8841,249.576028,-90,176,6,39,2,3,118.928,6,39,1610612747,20500756,3,22,1,786,3,1,2,2,3,0,9,8842,1
8842,383,-174,186,37,45,1,23.36,0,135.7856,45,1610612747,20500756,3,39,1,786,4,1,1,1,3,0,9,8843,1
8844,452,-225,120,26,45,6,4,0,26,85.4,1610612747,20500756,3,39,1,1557,4,1,1,6,4,0,9,8845,0
8845,465,161,128,1,40,5,4,0,1,40,1610612747,20500756,3,36,38,786,3,0,2,5,4,0,9,8846,0
8846,471,148,58,30,35,4,4,31.8,30,35,1610612747,20500756,3,56,1,786,2,4,2,4,4,0,9,8847,0
8847,479,0,91.1269335,1,20,3,62.36,0,68.2,20,1610612747,20500756,4,39,1,786,1,0,3,3,4,0,9,8848,1
8849,6,100,91.1269335,29,45,11,1,0,29,45,1610612747,20500775,3,47,23,787,4,3,1,11,1,0,9,8850,1
8851,34,-184,105,47,41,6,1,0,47,41,1610612747,20500775,3,49,23,787,3,2,2,6,3,0,9,8852,1
8852,47,121,252,11,47,5,1,0,11,47,1610612747,20500775,3,39,23,787,4,3,1,5,1,0,9,8853,1
8853,51,1,250,53,45,3,22.6,0,53,45,1610612747,20500775,3,6,23,787,4,0,1,3,1,0,9,8854,0
8854,62,-141,163,0,41,2,15.99410934,118.608,0,48.4,1610612747,20500775,3,39,23,787,3,1,2,2,1,0,9,8855,0
8855,76,121,219,33,45,118.64,1,0,33,45,1610612747,20500775,3,39,23,787,1,3,1,0,1,0,9,8856,0
8856,94,-194,186,45,46,10,85.36,0,53.7856,46,1610612747,20500775,3,31,38,787,4,1,1,10,2,0,9,8857,1
8857,103,0,0,5,20,47.64,2,85.8,123.7856,20,1610612747,20500775,4,39,23,787,1,0,3,9,2,0,9,8858,0
8858,118,-67,194,1,40,29.64,2,129.928,1,40,1610612747,20500775,3,39,23,787,1,1,2,7,3,0,9,8859,1
8859,121,-199,178,24,46,67.64,2,39.8,121.7216,46,1610612747,20500775,3,36,23,787,4,1,1,0,2,0,9,8860,0
8861,171,166,30,28,33.44888431,2,2,0,28,38.8018519,1610612747,20500775,3,39,38,787,3,4,2,2,2,0,9,8862,1
8862,188,0,0,33,20,0,2,0,33,20,1610612747,20500775,3,12,23,787,1,0,3,0,2,0,9,8863,1
8865,257,189,233,8,50,5,3,0,8,50,1610612747,20500775,3,39,23,787,4,3,1,5,3,0,9,8866,1
8867,294,186,7,5,38,1,3,0,5,38,1610612747,20500775,3,39,38,787,3,4,2,1,3,0,9,8868,0
8869,356,7.383876043,173,41,45,8,4,0,41,45,1610612747,20500775,3,39,23,787,4,1,1,8,4,0,9,8870,0
8870,373,0,0,33,20,7,15.99410934,0,33,28.4,1610612747,20500775,3,39,23,787,1,0,3,7,4,0,9,8871,1
8871,411,0,0,7,20,55.64,4,135.35232,7,20,1610612747,20500775,4,39,23,787,1,0,3,5,4,0,9,8872,0
8873,438,0,0,26,20,3,4,0,26,20,1610612747,20500775,3,46,23,787,1,0,2,3,4,0,9,8874,1
8875,482,235,66,6,44,0,49.36,62.8,6,44,1610612747,20500775,3,39,23,787,4,4,7,0,4,0,9,8876,0
8876,491,177,204,0,47,0,117.36,41.608,0,47,1610612747,20500775,3,39,38,1557,4,3,1,0,4,0,9,8877,0
8877,23,18,51,17,25,9,107.6,0,24.2,25,1610612747,20500790,3,39,37,788,1,0,4,9,1,0,9,8878,1
8878,36,0,0,41,20,6,25.36,0,41,20,1610612747,20500790,4,39,37,1557,1,0,3,6,1,0,9,8879,1
8880,190,141,212,4,45,4,2,0,4,45,1610612747,20500790,3,25,37,788,4,3,1,4,2,0,9,8881,1
8881,214,71,247,53,45,1,2,0,53,79.4,1610612747,20500790,3,39,37,788,4,0,1,1,2,0,9,8882,0
8882,223,117,230,43,45,63.2,2,0,43,45,1610612747,20500790,3,39,37,788,4,0,1,0,2,0,9,8883,0
8884,275,-84,174,28.32938185,39,27.64,59.36,0,50,39,1610612747,20500790,3,23,37,788,3,1,2,7,3,0,9,8885,0
8885,310,186,191,53,46,3,3,0,53,46,1610612747,20500790,3,39,37,788,4,3,1,3,3,0,9,8886,1
8886,320,-197,174,3,46,3,3,0,3,46,1610612747,20500790,3,36,38,788,4,1,1,3,3,0,9,8887,0
8889,405,130,156,44,40,18.20461483,74.36,0,44,40,1610612747,20500790,3,50,37,788,3,3,2,7,4,0,9,8890,0
8891,249.576028,164,201,46,45,5,4,0,46,45.4,1610612747,20500790,3,26,37,788,4,3,1,5,4,0,9,8892,1
8893,444,0,210,6,41,4,4,0,67.2,41,1610612747,20500790,3,31,38,788,3,0,2,4,4,0,9,8894,1
8894,249.576028,121,247,39,47,3,4,0,39,47,1610612747,20500790,3,21,37,788,4,3,1,3,4,0,9,8895,1
8895,249.576028,128,229,46,46,65.64,4,16.59940165,46,96.4,1610612747,20500790,3,14,37,788,4,3,1,2,3,0,9,8896,1
8897,19,186,8,34,33.44888431,9,83.36,0,34,38,1610612747,20500802,3,36,47,789,3,4,2,9,1,0,9,8898,0
8898,45,0,0,58,20,5,1,0,58,20,1610612747,20500802,3,32,38,789,1,0,3,5,1,0,9,8899,1
8899,54,-113,224,59,45,4,1,0,59,97.4,1610612747,20500802,3,39,47,789,4,1,1,4,1,0,9,8900,1
